Start,End,Label,Start Sample,End Sample,mean,std,rms,mav,iEMG,wl,zcr,spec_entropy,median_freq,skew,kurtosis,file
5.332626,5.351389,PSW,58792.20325203252,58999.07317073171,0.0232365,0.006122204,0.02402949,0.0232365,4.8099556,0.23017733,0,1.8182328,106.52173913043478,0.2886603447476418,-0.28301164565545944,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.462899,5.490241,PSW,60228.471544715445,60529.91056910569,0.0009013105,0.0040827086,0.004181013,0.0035003787,1.053614,0.30292153,15,2.544088,172.265625,-0.0790844249051399,-0.5551338071515843,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.512221,5.524373,Fibrillation,60772.24390243903,60906.21680216802,-0.0058491486,0.0031304208,0.0066341595,0.005911087,0.79208565,0.14215381,4,2.4559302,822.7611940298507,0.10966673404397702,-0.6879074606469051,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.408217,5.418045,Fibrillation,59625.59349593496,59733.9539295393,0.02889639,0.002373153,0.028993677,0.02889639,3.12081,0.08802356,0,2.2415643,408.33333333333337,-0.29853101151606043,0.22353846577578818,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.521156,5.529377,PSW,60870.75338753388,60961.382113821135,-0.008099218,0.002685875,0.008532952,0.008099218,0.73702884,0.08580801,0,2.1693788,484.6153846153846,0.7421505286719415,0.6545044545582774,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.414829,5.422691,PSW,59698.49051490515,59785.17886178862,0.024631456,0.0045771697,0.02505313,0.024631456,2.1429367,0.09235793,0,1.8939207,253.44827586206895,-0.22395374624081732,-0.6226880019838457,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.990179,6.003766,PSW,66041.73170731707,66191.5243902439,0.0060027484,0.0040565003,0.007244873,0.0061112684,0.91669023,0.16507909,8,1.9992872,147.0,0.029794548974394184,-0.950969524669274,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.015439,6.030556,PSW,66320.21951219512,66486.89024390244,-0.018013041,0.05268515,0.055679392,0.0458903,7.61779,0.60881186,2,1.6368663,265.66265060240966,1.2528683870212396,1.3569322735467493,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.858714,5.872684,PSW,64592.32926829269,64746.34146341463,0.019105753,0.0028715048,0.019320333,0.019105753,2.942286,0.13770112,0,3.0927296,1575.0,0.0958140110324836,-0.2827391812162183,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.68381,5.695483,Fibrillation,62664.01219512195,62792.707317073175,-0.017054953,0.009310324,0.019430738,0.017054953,2.183034,0.12785867,0,1.7410941,172.265625,-1.5403165621907948,1.410725451318477,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.877659,5.891246,Fibrillation,64801.19512195122,64950.98780487805,0.019928336,0.0060073985,0.020814115,0.019928336,2.969322,0.15992092,0,1.6693261,147.98657718120805,-0.1780242973880786,-0.870853922894105,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.695675,5.712514,PSW,62794.817073170736,62980.4756097561,-0.037650254,0.048162133,0.061132096,0.056404468,10.491231,0.60388505,2,1.5125983,237.0967741935484,1.6156209561007442,2.4599378591023635,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.191484,6.20276,PSW,68261.11246612466,68385.4295392954,-0.024856888,0.0033551028,0.0250823,0.024856888,3.0822542,0.120147154,0,2.3323348,355.64516129032256,0.838813601935718,0.8736420660882138,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.205056,6.219256,PSW,68410.75338753387,68567.30081300813,-0.016663333,0.0025418322,0.016856086,0.016663333,2.6161435,0.16408011,0,3.0829725,1404.4585987261146,-0.20805592907753023,-0.40494719056489936,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.42264,6.437466,PSW,70809.61246612466,70973.06639566396,0.00095818756,0.002759142,0.0029207855,0.0023659696,0.38801903,0.14992243,18,2.673411,537.8048780487806,0.23498063073132752,-0.4678715908929054,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.363964,6.376284,PSW,70162.70325203252,70298.53116531165,-0.004884379,0.003473384,0.005993459,0.005059633,0.68811005,0.18775177,12,2.988305,1783.455882352941,-0.13043660300425064,-0.6104589799989686,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.33995,6.355611,Fibrillation,69897.95392953929,70070.61653116532,0.0025772038,0.05339484,0.053457,0.037212513,6.437765,0.630717,3,1.6456714,254.91329479768788,1.4923249285588138,1.8142547063624725,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.038215,6.056173,Fibrillation,66571.32113821138,66769.30758807588,-0.011925725,0.0033008796,0.012374115,0.011925725,2.3612936,0.21196014,0,2.68119,222.72727272727272,0.44296540565647646,-0.45374005968973563,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.18334,6.193781,Fibrillation,68171.32791327914,68286.43631436315,-0.014387904,0.00861502,0.016769925,0.014573413,1.6759425,0.14142478,4,1.3167108,191.7391304347826,0.11580212606766847,-0.6814635456100508,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.517024,6.539158,Fibrillation,71850.19241192412,72094.22222222222,0.0018684835,0.006279684,0.006551768,0.0054664533,1.3338146,0.2698558,19,2.6098833,271.10655737704917,-0.22521526246362633,-0.7390145179558276,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.669016,6.676322,Fibrillation,73525.90582655827,73606.45799457995,-0.02231387,0.007917092,0.023676764,0.02231387,1.8074235,0.11308705,0,1.0390694,272.22222222222223,0.1427930495030867,-1.3091695098145022,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.583219,6.59971,PSW,72579.99322493224,72761.81097560975,-0.00881643,0.010711153,0.013872932,0.0100027975,1.8205092,0.19078408,5,1.6786244,121.15384615384615,-0.8986895116242288,0.08065214757135397,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.640208,6.66004,PSW,73208.30013550135,73426.94173441734,-0.022480166,0.0033028368,0.022721503,0.022480166,4.9006763,0.24603473,0,2.8603125,303.4403669724771,0.0289207817622067,-0.9405728427051203,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.736025,6.752517,PSW,74264.68428184281,74446.50203252032,0.015264338,0.011745576,0.019260284,0.01658728,3.018885,0.17598806,1,1.0817089,121.15384615384615,-0.46753649820833904,-0.7388969193586488,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.888766,6.904457,PSW,75948.64634146342,76121.64634146342,-0.018872458,0.0027007374,0.019064723,0.018872458,3.2649353,0.20104903,0,3.3059633,2421.676300578035,0.3971786881859365,0.15403576936674712,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.9766,6.989996,Fibrillation,76917.0243902439,77064.70731707317,-0.0058513596,0.0044968682,0.007379717,0.0064871977,0.95361805,0.16529143,2,2.090169,300.0,0.25082389095786145,0.6445558378467893,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.839777,6.851259,Fibrillation,75408.5487804878,75535.13414634146,-0.010208956,0.0028924276,0.010610794,0.010208956,1.2965374,0.110071614,0,2.9455433,1562.5984251968505,0.7441426196828463,0.3228978581660251,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.859567,6.869725,PSW,75626.73577235773,75738.72764227643,-0.009948969,0.002394133,0.0102329785,0.009948969,1.1142845,0.13388777,0,2.5467486,393.75,-0.0936533374018727,-0.8884611636898847,.\Spontanaktivität\filtered_RN181281_segment_3.wav
6.876408,6.883626,PSW,75812.40650406505,75891.97967479675,-0.009367574,0.0063391123,0.01131087,0.009371107,0.74031746,0.07859557,2,1.1054415,279.1139240506329,0.04658531484399189,-1.4651735124744059,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.06246,7.07636,PSW,77863.62601626017,78016.87804878049,-0.08377388,0.0032227647,0.08383585,0.08377388,12.817404,0.18313593,0,3.2308247,1873.5294117647059,-0.7912492402115544,0.8986330365956814,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.078232,7.099617,PSW,78037.5081300813,78273.28048780488,-0.08035991,0.0034662068,0.080434635,0.08035991,18.96494,0.26789737,0,3.3597984,1308.050847457627,-0.29847150817324625,-0.25260392150443867,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.478403,7.499254,PSW,82449.39837398374,82679.27642276423,-0.015385643,0.0062417253,0.016603528,0.015385643,3.5386977,0.22724241,0,1.8506255,95.8695652173913,-0.04830720931616799,-1.3373065475740962,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.29743,7.314806,PSW,80454.17479674798,80645.73983739837,0.011079231,0.0056503946,0.012436893,0.011081386,2.1165447,0.23363939,2,2.0826836,230.89005235602093,1.090340481200168,0.8277473330026548,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.414247,7.436167,Fibrillation,81742.081300813,81983.74796747968,-0.00854039,0.004815257,0.009804334,0.008580903,2.0679975,0.23018877,2,2.0507774,91.49377593360995,-0.4004566285831633,-0.7326613549798737,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.286738,7.296628,Fibrillation,80336.28861788618,80445.33333333333,0.011351926,0.002377196,0.011598159,0.011351926,1.23736,0.10762434,0,2.6003294,1618.3486238532112,-0.3312208090333769,0.03238826306305542,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.425207,7.437236,PSW,81862.91463414635,81995.53658536586,-0.012366089,0.004135176,0.013039165,0.012366089,1.6446898,0.123121016,0,2.6946125,663.1578947368421,0.3892490514656229,-0.4800005862178556,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.243433,7.257868,PSW,79858.84959349594,80017.99593495936,0.015739584,0.0028295412,0.015991898,0.015739584,2.502594,0.16291927,0,2.8437693,1248.1132075471698,-0.4558997603009665,-0.21345332173436482,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.136506,7.148803,Fibrillation,78679.98780487805,78815.55691056911,-0.053547353,0.0026202113,0.053611424,0.053547353,7.28244,0.13956344,0,3.2890222,2107.720588235294,0.41511590139752835,0.4041161127453301,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.515383,7.53639,PSW,82857.10569105692,83088.70460704606,-0.019977098,0.03326211,0.03880016,0.019977098,4.61471,0.42990407,0,1.157304,0.0,-4.343353775847646,19.210322597168084,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.955474,7.973592,PSW,87709.1029810298,87908.85704607047,0.009136072,0.0053868615,0.010605945,0.009538158,1.8980935,0.21797171,2,2.0856307,332.4120603015075,-0.41736471899011296,0.2567277780793873,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.739892,7.761162,PSW,85332.31910569106,85566.81300813008,0.0012036193,0.0056192586,0.0057467176,0.003583504,0.8385399,0.23822601,31,2.6184716,94.23076923076923,1.664216936860582,2.2043344353632897,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.727288,7.745669,Fibrillation,85193.35975609756,85396.00880758808,0.008166213,0.0050616725,0.009607682,0.008399858,1.7051712,0.20411293,4,2.5819564,217.24137931034483,-0.19354182931458805,-0.43597308755252895,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.562911,7.579979,Fibrillation,83381.09823848239,83569.27235772357,0.012480542,0.048346978,0.049931895,0.03075887,5.7826676,0.6160076,3,1.4916334,234.5744680851064,1.4774528948914596,2.2952704663381907,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.572101,7.586018,PSW,83482.42276422764,83635.85704607047,0.011526595,0.0100171715,0.015271087,0.013628782,2.0852036,0.17598166,1,1.7615435,144.11764705882354,-0.6345025367159413,-0.02554982674660966,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.657178,7.679498,PSW,84420.39837398374,84666.47222222222,0.015777795,0.0066674147,0.017128725,0.01577831,3.8814645,0.26092827,2,1.6737725,89.63414634146342,-0.0867199749493246,-0.9522530506531983,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.859368,7.877486,Fibrillation,86649.5379403794,86849.29200542005,-0.021374144,0.048382625,0.052893594,0.0461584,9.23168,0.6492831,2,1.612938,220.5,1.8523613033222277,2.9675859202308654,.\Spontanaktivität\filtered_RN181281_segment_3.wav
7.871709,7.885101,PSW,86785.60230352303,86933.24661246613,-0.027995696,0.0065364307,0.028748633,0.027995696,4.143363,0.15613529,0,1.7209401,148.98648648648648,-0.4090798812077879,-1.3222274430641843,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.002076,8.015468,Fibrillation,88222.8943089431,88370.53861788618,0.0011756491,0.002908209,0.0031368504,0.0025824911,0.3822087,0.1436826,19,2.681656,446.9594594594595,-0.357331081771901,-0.2661822432436147,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.159364,8.174856,Fibrillation,89956.99119241192,90127.79539295394,-0.0015776795,0.0034528708,0.0037962336,0.00322994,0.55231977,0.18641767,14,2.255899,128.94736842105263,0.628782086112729,0.05503137065796082,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.056956,8.073499,PSW,88827.94647696477,89010.33062330623,-0.05003229,0.051305942,0.07166261,0.051089518,9.349381,0.3887786,3,0.55455667,120.49180327868852,-0.9320865984790364,-0.29262507597541276,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.008116,8.018356,PSW,88289.47899728997,88402.38346883468,0.005198092,0.005373023,0.0074759303,0.0055174804,0.6234753,0.121143505,11,2.0089927,195.13274336283186,0.6972600268691258,-0.7257075467170471,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.182209,8.201902,PSW,90208.85501355014,90425.97899728996,0.0012002353,0.004829336,0.004976249,0.004029429,0.87438613,0.2434509,15,2.0560927,203.2258064516129,-0.5243673701244795,0.03616354032575675,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.229211,8.250743,PSW,90727.05758807588,90964.44647696476,-0.0042078076,0.007890197,0.0089420825,0.007558276,1.7913114,0.27437806,11,1.9018238,186.0759493670886,0.42077611109453544,0.11005666342837683,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.55896,8.585962,PSW,94362.53658536586,94660.23983739836,0.008230845,0.0047102696,0.009483325,0.008242918,2.4563897,0.30627143,2,2.469795,172.265625,0.5505533316628158,0.035262621060620614,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.628554,8.639967,PSW,95129.81300813008,95255.64634146342,-0.0065799844,0.0032675234,0.007346624,0.0067146937,0.8460514,0.1502288,2,2.5591211,700.0,0.3529315682234053,0.3068213625021978,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.642751,8.653886,PSW,95286.337398374,95409.10162601626,-0.009492182,0.0027198594,0.009874166,0.009492182,1.1675384,0.11416964,0,2.439231,358.5365853658537,0.2441000081921587,-0.19275734836480263,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.63607,8.647484,Fibrillation,95212.67886178862,95338.51219512196,-0.010620854,0.003466525,0.011172257,0.010620854,1.3382276,0.12752342,0,2.1835108,175.0,-0.06632174714391657,-0.5306295578411824,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.489644,8.512192,Fibrillation,93598.32926829268,93846.9268292683,-0.050181597,0.04739298,0.06902381,0.050195817,12.448563,0.4684166,2,1.4884953,88.91129032258064,-1.3918277059371738,0.7895407789689917,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.332361,8.364096,Fibrillation,91864.28455284552,92214.162601626,-0.003910442,0.00585321,0.0070392913,0.0053305356,1.8656875,0.3355715,24,3.1301186,516.796875,-0.3553364555150769,-0.4658420310060545,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.399171,8.437587,PSW,92600.8699186992,93024.40650406505,-0.012028138,0.0057907146,0.013349475,0.012083341,5.123337,0.4626647,4,2.0497289,172.265625,0.08019896259105112,-0.6162485612001234,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.501336,8.519987,PSW,93727.23170731709,93932.86178861788,-0.013889541,0.024322683,0.028009146,0.020506268,4.203785,0.22492513,3,0.77823925,107.5609756097561,-0.8967995440627881,0.07174701163126951,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.342104,8.362426,PSW,91971.70325203252,92195.74796747968,-0.0036952111,0.006730795,0.007678423,0.0058192024,1.3035014,0.21219584,17,1.8028109,98.4375,-0.36741299251282794,-0.8508602314681495,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.731696,8.750232,PSW,96266.9512195122,96471.31707317074,-0.010746041,0.0026333719,0.011063998,0.010746041,2.2029386,0.22919509,0,3.2797446,1720.9756097560976,0.336268547753728,-0.31830371254994105,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.078006,9.093012,PSW,100085.0243902439,100250.46341463414,-0.10928894,0.095524184,0.14515145,0.10928894,18.032675,0.6688313,0,1.3374563,133.63636363636363,-1.0665333885071564,-0.24813084732587853,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.792307,8.817317,Fibrillation,96935.19512195124,97210.9268292683,-0.058206294,0.09265206,0.10941835,0.065049656,17.888655,0.77879834,1,1.1368897,86.1328125,-1.534767999724234,1.2194698199705316,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.091835,9.111843,Fibrillation,100237.48780487804,100458.0731707317,0.008910375,0.018960986,0.020950269,0.01867193,4.1264963,0.21260741,1,0.88937527,99.77375565610859,-0.8726736561656732,-0.2431950758921011,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.917062,8.935304,Fibrillation,98310.60975609756,98511.73170731709,-0.014448503,0.020172289,0.024812909,0.014451338,2.9047189,0.31038892,2,1.2341173,109.70149253731344,-3.6776291726719994,14.5999892767102,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.927948,8.947662,PSW,98430.63414634146,98647.9756097561,-0.04835825,0.048105318,0.06821028,0.04835825,10.49374,0.45380816,0,1.4666184,101.61290322580645,-1.269501887620657,0.38488883788063033,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.890581,8.91206,PSW,98018.65853658535,98255.46341463414,-0.0123828305,0.0046259593,0.013218698,0.01244994,2.9506357,0.24290614,3,2.671268,279.11392405063293,0.8005237812879715,0.8637599364719906,.\Spontanaktivität\filtered_RN181281_segment_3.wav
8.850271,8.868808,PSW,97574.24390243902,97778.60975609756,-0.008032861,0.04701036,0.04769172,0.0355769,7.2576876,0.63984334,3,1.747144,324.2647058823529,0.8331228665059098,1.1833537701022703,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.098897,9.112137,PSW,100315.34146341465,100461.31707317074,0.02108684,0.0074743517,0.022372322,0.02108684,3.0786786,0.124712124,0,1.5737385,151.02739726027397,-0.48162461805529605,-1.0331363485887899,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.527254,9.544712,PSW,105037.9837398374,105230.45257452574,0.02358948,0.0044345153,0.024002677,0.02358948,4.5527697,0.20432134,0,1.9920835,114.24870466321242,0.18818373481229517,-0.722634416250727,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.208514,9.22203,Fibrillation,101523.8753387534,101672.88346883468,-0.0050607384,0.0033493207,0.006068691,0.005344937,0.7963956,0.14675719,9,3.1548953,1627.8523489932886,0.5727619694052436,-0.5488572339464395,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.326212,9.3493,Fibrillation,102821.48780487804,103076.0433604336,-0.0068766046,0.004111094,0.008011791,0.006936964,1.7689259,0.29211515,8,2.5451894,172.94117647058823,-0.0510884789375148,-0.4451653510172382,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.501631,9.521341,Fibrillation,104755.4891598916,104972.79268292684,-0.08148809,0.09490321,0.12508766,0.081554845,17.697401,0.700584,1,1.4684806,203.2258064516129,-1.3021248849133717,0.4006039687044991,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.510078,9.521341,PSW,104848.6192411924,104972.79268292684,-0.12729977,0.102932684,0.1637082,0.12729977,15.785172,0.5445471,0,0.4189355,177.82258064516128,-0.5567553393440478,-1.0518989828001626,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.333251,9.343669,PSW,102899.09620596208,103013.9566395664,-0.006510813,0.00395165,0.007616182,0.006632595,0.7561158,0.12734103,4,2.3755121,386.84210526315786,0.30845802265055583,-0.8210582327407745,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.295802,9.309599,PSW,102486.21951219512,102638.33197831978,-0.011108431,0.005756779,0.012511505,0.011115474,1.689552,0.19490738,2,2.308093,290.13157894736844,-0.5696357015243757,0.48500441110943404,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.216961,9.22738,PSW,101617.0054200542,101731.86585365854,-0.006920727,0.0025367592,0.0073709986,0.006974029,0.7950393,0.09495731,2,2.535529,1160.5263157894735,1.2389899710543875,1.6131296874963272,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.859559,9.896449,PSW,108701.64634146342,109108.35365853658,0.027554037,0.010770303,0.029584192,0.027554037,11.214493,0.48458362,0,2.2433054,86.1328125,0.11898980533962468,-0.17695012523020326,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.985198,10.009256,PSW,110086.80894308945,110352.05284552844,-0.002979425,0.0043607275,0.0052813743,0.0043026684,1.1445098,0.2886466,19,2.9568565,344.53125,0.17334586142972752,-0.24804672750444068,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.748623,9.778563,PSW,107478.57723577236,107808.65853658535,-0.021263093,0.010070708,0.023527395,0.021263093,7.016821,0.3814508,0,2.3743773,86.1328125,-2.8309010607940186,9.592225568589965,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.66335,9.693022,PSW,106538.4349593496,106865.56910569106,-0.0166682,0.0034237048,0.01701619,0.0166682,5.4505014,0.34238577,0,3.0971653,430.6640625,-0.2734789780087474,0.20996200890394023,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.929329,9.943764,Fibrillation,109470.85365853658,109630.0,-0.0071226074,0.010357243,0.012569965,0.011345657,1.815305,0.18638207,2,1.3912668,137.8125,0.7185294861309802,-0.44133864664752664,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.779632,9.7938,Fibrillation,107820.44715447156,107976.64634146342,-0.03139414,0.047385555,0.056841735,0.05249078,8.188561,0.5514033,2,1.2813134,141.34615384615384,1.4897358249549084,1.5457174060773955,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.63742,9.657201,Fibrillation,106252.56097560975,106470.65040650406,-0.010340048,0.0052511934,0.011597051,0.010492532,2.2873719,0.25505146,6,2.0788217,101.1467889908257,0.40790384671658114,-0.23480595428091444,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.786582,9.797542,PSW,107897.0731707317,108017.90650406505,-0.055309154,0.03380962,0.06482433,0.055309154,6.6370983,0.3150035,0,0.9776176,183.74999999999997,-3.1938434128734303,10.41165018659453,.\Spontanaktivität\filtered_RN181281_segment_3.wav
9.936012,9.950179,PSW,109544.5325203252,109700.73170731709,-0.012141562,0.009651832,0.015510493,0.014170973,2.2106717,0.1960133,1,1.7553763,141.34615384615384,0.9909358481421553,0.3954496730989141,.\Spontanaktivität\filtered_RN181281_segment_3.wav
10.061955,10.084249,Fibrillation,110933.06097560975,111178.85365853658,-0.018810008,0.0065291743,0.019910967,0.018810008,4.608452,0.31485724,0,1.9660835,180.0,0.42123682571229326,-0.35653664590232736,.\Spontanaktivität\filtered_RN181281_segment_3.wav
10.221089,10.233133,Fibrillation,112687.51219512196,112820.29674796748,0.014527428,0.0058627496,0.015665822,0.014527428,1.9321479,0.1259604,0,1.6933918,165.78947368421052,0.3987702317363641,-0.8959266032159112,.\Spontanaktivität\filtered_RN181281_segment_3.wav
10.034536,10.05683,PSW,110630.76422764228,110876.55691056912,-0.015237921,0.03963743,0.04246552,0.031010602,7.628608,0.6946113,2,2.104255,358.5365853658537,1.0158833687207869,2.5432881647169223,.\Spontanaktivität\filtered_RN181281_segment_3.wav
10.076818,10.091681,PSW,111096.92276422764,111260.78455284552,-0.015189043,0.0035984518,0.015609482,0.015189043,2.491003,0.17468747,0,2.8253546,537.8048780487806,0.16341318208181044,-0.5042426530451576,.\Spontanaktivität\filtered_RN181281_segment_3.wav
10.18957,10.21212,PSW,112340.01219512196,112588.6300813008,0.02039844,0.007168566,0.021621395,0.020401767,5.059638,0.27644867,2,1.8204651,88.91129032258064,-0.6903555929880655,0.023562596983809136,.\Spontanaktivität\filtered_RN181281_segment_3.wav
10.213658,10.22237,PSW,112605.581300813,112701.63821138212,0.032872736,0.0051053427,0.03326682,0.032872736,3.1557827,0.12548818,0,2.3161016,689.0625,-0.4800307918788681,-0.5917862887561847,.\Spontanaktivität\filtered_RN181281_segment_3.wav
10.226983,10.241846,PSW,112752.4918699187,112916.35365853658,-0.005214473,0.029468618,0.029926414,0.015323051,2.5129805,0.2860624,3,1.2029951,134.45121951219514,-2.978554483309693,8.893476319741408,.\Spontanaktivität\filtered_RN181281_segment_3.wav
