filename,label,index,original_file,start_sample,end_sample
filtered_BA0803901_segment_3_0.43036-0.436793_Fibrillation.png,Fibrillation,188,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,4744,4815
filtered_BA0803901_segment_3_0.433407-0.439502_PSW.png,PSW,189,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,4778,4845
filtered_BA0803901_segment_3_0.272911-0.277313_Fibrillation.png,Fibrillation,190,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,3008,3057
filtered_BA0803901_segment_3_0.281037-0.286116_Fibrillation.png,Fibrillation,191,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,3098,3154
filtered_BA0803901_segment_3_0.826183-0.831939_PSW.png,PSW,192,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,9108,9172
filtered_BA0803901_segment_3_0.172008-0.178442_PSW.png,PSW,193,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,1896,1967
filtered_BA0803901_segment_3_0.032844-0.039277_PSW.png,PSW,194,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,362,433
filtered_BA0803901_segment_3_0.50997-0.521234_Fibrillation.png,Fibrillation,195,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,5622,5746
filtered_BA0803901_segment_3_0.916004-0.924886_Fibrillation.png,Fibrillation,196,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,10098,10196
filtered_BA0803901_segment_3_1.029821-1.038703_Fibrillation.png,Fibrillation,197,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,11353,11451
filtered_BA0803901_segment_3_1.040348-1.049558_Fibrillation.png,Fibrillation,198,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,11469,11571
filtered_BA0803901_segment_3_1.068638-1.075874_Fibrillation.png,Fibrillation,199,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,11781,11861
